Genero;Idoso;Casado;Dependentes;Tempo_como_Cliente;Servico_Celular;Servico_Internet;Servico_Seguranca;Suporte_Tecnico;Servico_TV;Tipo_Contrato;Metodo_Pagamento;Pagamento_Mensal;Total_Pago;Churn
M;True;True;True;68;True;FIBER OPTIC;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);107.15;7379.8;False
F;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;85.0;85.0;True
M;False;False;False;12;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;89.55;1021.75;False
F;False;True;False;63;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);81.55;5029.05;False
F;False;True;True;33;True;DSL;True;False;False;ONE YEAR;MAILED CHECK;58.45;1955.4;False
F;False;True;False;69;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);95.65;6744.2;False
F;False;True;True;60;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);80.6;4946.7;False
F;False;True;True;72;True;FIBER OPTIC;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);113.1;8248.5;False
F;False;False;False;11;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;58.95;601.6;False
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.55;19.55;False
M;False;False;False;10;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);86.05;834.1;True
M;False;False;False;13;True;DSL;True;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);45.55;597.0;True
M;False;True;True;34;True;FIBER OPTIC;False;False;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);78.95;2647.2;False
M;False;True;True;39;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;MAILED CHECK;86.3;3266.0;True
F;False;False;False;65;True;FIBER OPTIC;False;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);105.05;6744.25;False
M;True;True;False;50;True;FIBER OPTIC;True;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);101.9;5265.5;False
M;False;False;False;15;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.75;311.6;False
M;False;True;True;72;True;FIBER OPTIC;True;False;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);110.3;7966.9;False
F;False;True;True;72;True;FIBER OPTIC;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);115.6;8220.4;False
M;False;True;True;55;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.35;1153.25;False
F;False;True;True;23;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);25.6;514.75;False
M;False;False;False;32;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);80.35;2596.15;True
F;False;True;True;56;True;DSL;True;False;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);68.75;3808.0;False
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.9;19.9;False
M;False;False;False;38;True;DSL;True;True;True;ONE YEAR;MAILED CHECK;70.6;2708.2;False
M;False;False;False;11;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;70.2;760.05;False
M;False;False;False;1;True;DSL;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;49.3;49.3;False
M;False;True;False;56;True;FIBER OPTIC;False;True;True;ONE YEAR;ELECTRONIC CHECK;107.25;6033.3;False
M;False;True;False;3;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;23.6;89.05;False
M;False;True;True;7;True;DSL;True;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);69.7;516.15;False
M;False;True;True;59;True;FIBER OPTIC;False;False;True;TWO YEAR;CREDIT CARD (AUTOMATIC);99.5;5861.75;False
M;False;False;False;7;True;DSL;False;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);64.3;445.95;False
M;False;True;True;71;True;DSL;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);70.85;4973.4;False
M;False;True;True;15;True;FIBER OPTIC;True;True;True;ONE YEAR;ELECTRONIC CHECK;101.9;1667.25;False
M;False;True;False;71;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);73.5;5357.75;False
F;False;False;False;35;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;100.25;3527.6;True
F;False;False;False;11;True;DSL;False;True;False;ONE YEAR;CREDIT CARD (AUTOMATIC);40.4;422.6;False
F;False;True;True;60;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);19.25;1103.25;False
M;True;False;False;47;True;DSL;False;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);59.6;2754.0;False
F;False;False;False;11;True;DSL;False;True;False;ONE YEAR;CREDIT CARD (AUTOMATIC);64.9;697.25;False
M;False;True;False;56;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);100.3;5614.45;True
F;True;True;False;28;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;110.85;3204.4;False
M;False;True;False;61;True;DSL;True;True;True;TWO YEAR;MAILED CHECK;81.05;4747.65;False
M;False;True;True;31;True;FIBER OPTIC;True;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);98.05;3082.1;False
M;False;False;False;9;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;70.5;597.9;False
M;True;True;False;35;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;94.55;3365.4;False
M;False;False;False;2;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.65;38.8;False
F;False;True;True;12;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.0;233.55;True
F;False;False;False;1;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;MAILED CHECK;75.3;75.3;True
F;True;False;False;4;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;89.2;346.2;True
F;False;True;True;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.0;19.0;False
F;False;False;False;3;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.0;61.7;False
F;True;False;False;1;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;85.7;85.7;True
M;False;False;False;52;True;DSL;True;False;True;TWO YEAR;CREDIT CARD (AUTOMATIC);63.25;3342.45;False
M;False;True;True;5;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.1;85.1;False
M;False;True;False;72;True;FIBER OPTIC;True;False;False;TWO YEAR;ELECTRONIC CHECK;99.15;7422.1;False
M;False;True;True;71;True;DSL;True;True;True;TWO YEAR;ELECTRONIC CHECK;90.4;6668.05;False
M;False;True;False;72;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);111.9;8071.05;False
M;False;True;True;46;True;NO;True;True;True;ONE YEAR;ELECTRONIC CHECK;24.9;1174.8;False
M;False;True;True;63;True;DSL;True;False;True;TWO YEAR;CREDIT CARD (AUTOMATIC);83.5;5435.0;False
M;False;False;False;30;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);84.3;2438.6;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;45.6;45.6;False
F;False;False;False;12;True;DSL;True;True;False;MONTH-TO-MONTH;MAILED CHECK;61.65;713.75;True
M;False;False;False;16;True;DSL;True;True;True;TWO YEAR;MAILED CHECK;54.85;916.15;False
M;False;False;False;4;True;DSL;False;True;False;MONTH-TO-MONTH;MAILED CHECK;65.55;237.2;False
M;False;True;False;51;True;FIBER OPTIC;False;False;False;ONE YEAR;CREDIT CARD (AUTOMATIC);90.35;4614.55;False
M;False;True;False;65;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);20.4;1414.45;False
M;False;False;False;16;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);74.55;1170.5;False
M;False;False;False;2;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.95;47.7;False
F;False;True;True;66;True;FIBER OPTIC;False;False;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);74.25;4859.25;False
M;False;False;False;46;True;FIBER OPTIC;False;True;True;TWO YEAR;ELECTRONIC CHECK;108.65;4903.2;False
F;False;False;False;32;True;FIBER OPTIC;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);109.55;3608.0;False
M;False;True;False;72;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);86.65;6094.25;False
M;False;True;True;38;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);81.0;3084.9;False
M;False;False;True;51;True;DSL;False;True;False;ONE YEAR;CREDIT CARD (AUTOMATIC);47.85;2356.75;False
M;False;True;True;72;True;FIBER OPTIC;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);114.55;8306.05;False
F;True;True;False;65;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);105.25;6786.4;True
M;False;True;True;9;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;29.95;248.95;True
F;False;True;True;9;True;DSL;True;True;False;MONTH-TO-MONTH;MAILED CHECK;65.0;663.05;True
M;False;False;True;66;True;NO;True;True;True;TWO YEAR;MAILED CHECK;20.55;1357.1;False
F;True;False;False;44;True;FIBER OPTIC;True;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);109.8;4860.35;False
M;False;False;False;50;True;DSL;False;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);69.5;3418.2;False
F;False;False;False;15;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;48.85;631.4;False
M;False;False;False;8;True;DSL;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);65.60756321839081;186.3;False
F;True;False;False;66;True;FIBER OPTIC;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;6976.75;False
F;False;False;False;57;True;FIBER OPTIC;True;True;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;4884.85;False
F;False;False;False;7;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;522.95;False
M;True;True;True;10;True;DSL;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;362.6;False
F;False;False;False;62;True;FIBER OPTIC;True;False;False;ONE YEAR;ELECTRONIC CHECK;65.60756321839081;5755.8;False
M;False;True;True;40;True;FIBER OPTIC;False;False;True;ONE YEAR;ELECTRONIC CHECK;65.60756321839081;3355.65;False
F;False;False;False;20;True;NO;True;True;True;TWO YEAR;MAILED CHECK;65.60756321839081;406.95;False
F;False;False;False;7;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;137.6;True
F;False;True;False;25;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;2395.7;False
M;False;True;False;23;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1968.1;False
F;True;True;False;66;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;6819.45;False
F;True;False;False;72;True;FIBER OPTIC;False;True;True;TWO YEAR;ELECTRONIC CHECK;65.60756321839081;7943.45;False
M;True;True;False;49;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);65.60756321839081;4547.25;True
M;True;True;True;43;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;4687.9;True
F;False;True;False;46;True;DSL;True;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;2473.95;False
M;False;True;True;72;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;6562.9;False
M;False;False;False;10;True;NO;True;True;True;ONE YEAR;MAILED CHECK;65.60756321839081;176.3;False
F;False;False;False;40;True;DSL;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);65.60756321839081;2236.2;False
F;False;True;True;65;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;6985.65;True
M;False;False;False;31;True;FIBER OPTIC;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);99.45;3109.9;False
F;False;True;False;68;True;DSL;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);70.9;4911.35;False
M;True;True;True;56;True;FIBER OPTIC;True;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);104.55;5794.65;True
M;False;True;False;10;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;85.25;855.3;True
M;False;True;True;68;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);25.4;1620.2;False
F;False;True;True;43;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;56.15;2499.3;True
M;False;False;False;1;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;89.55;89.55;True
F;True;False;False;49;True;FIBER OPTIC;False;False;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);89.85;4287.2;False
F;False;True;True;15;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;25.25;394.85;False
M;True;True;False;20;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;94.55;1899.65;True
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;45.7;45.7;True
M;False;True;True;50;True;DSL;False;True;True;ONE YEAR;ELECTRONIC CHECK;69.65;3442.15;False
F;True;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;89.5;161.5;True
M;True;False;False;24;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);70.0;1732.6;False
F;False;False;False;3;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);69.55;222.3;True
F;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;74.6;74.6;True
M;False;True;True;35;True;NO;True;True;True;TWO YEAR;MAILED CHECK;20.1;655.3;False
F;False;False;False;17;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;24.8;475.25;False
F;True;False;False;8;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;19.65;164.3;True
M;False;False;False;10;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);95.1;865.1;False
M;False;True;True;68;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);88.85;6132.7;False
M;False;True;False;45;True;DSL;True;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);78.8;3597.5;False
M;False;True;True;2;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.85;35.9;True
M;False;True;False;37;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);20.35;697.65;False
F;False;False;False;4;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;24.25;96.05;True
F;False;False;False;10;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;45.25;428.7;False
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.05;20.05;False
M;False;True;True;65;True;DSL;True;False;False;TWO YEAR;MAILED CHECK;69.55;4459.15;False
F;False;True;True;57;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.5;1167.6;False
F;False;False;False;3;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;74.75;238.1;False
F;False;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;69.65;145.15;True
M;False;False;False;49;True;DSL;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);30.2;1453.1;False
F;False;False;False;4;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;45.65;191.05;True
F;False;True;False;70;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);57.8;4039.3;False
F;False;True;True;53;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.85;1039.45;False
M;False;True;True;53;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);25.55;1336.1;False
F;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;75.05;75.05;True
M;False;False;False;22;True;NO;True;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);24.85;493.4;False
M;True;False;False;52;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;49.15;2550.9;True
M;True;False;False;65;True;FIBER OPTIC;True;True;True;TWO YEAR;ELECTRONIC CHECK;110.35;7246.15;False
F;False;False;False;48;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);24.55;1203.95;False
F;False;False;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;34.7;62.25;True
M;False;False;False;3;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;MAILED CHECK;107.95;313.6;False
M;False;True;False;45;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);81.4;3775.85;False
M;False;True;True;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.0;80.0;True
F;False;True;True;61;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);65.60756321839081;4616.05;False
M;False;False;False;3;True;DSL;True;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);65.60756321839081;195.65;False
F;True;False;False;40;True;FIBER OPTIC;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;4188.4;False
F;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;71.1;False
F;False;False;False;1;True;DSL;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;49.9;False
M;False;False;False;51;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);65.60756321839081;1266.4;False
M;True;False;False;2;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;91.1;True
M;False;False;False;52;True;DSL;False;False;False;ONE YEAR;MAILED CHECK;65.60756321839081;1623.4;False
M;False;False;False;51;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);83.4;4149.45;False
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.45;20.45;False
M;False;True;True;31;True;DSL;True;True;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);75.25;2344.5;False
M;False;False;True;47;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);20.55;1013.05;False
F;False;False;False;3;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.1;270.7;True
F;True;False;False;22;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.05;417.0;False
F;False;True;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.65;20.65;False
M;False;True;False;72;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);85.15;6316.2;False
M;False;True;True;3;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;50.15;168.15;True
M;True;True;True;47;True;FIBER OPTIC;False;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);84.95;4018.05;False
M;False;True;True;72;True;DSL;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);66.5;4811.6;False
M;False;True;True;66;True;DSL;False;False;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);63.3;4189.7;False
M;False;False;False;35;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;83.15;2848.45;False
M;False;False;False;29;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;84.9;2516.2;False
F;False;False;False;2;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.55;33.6;False
M;False;False;False;4;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;49.25;208.45;False
F;False;False;False;25;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);79.85;2015.35;True
F;False;False;False;65;True;DSL;True;True;False;TWO YEAR;MAILED CHECK;59.6;3739.8;False
M;True;False;False;27;True;FIBER OPTIC;False;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);104.65;2964.0;False
M;False;True;False;29;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.3;2263.4;False
M;False;True;True;29;True;DSL;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);80.1;2211.8;False
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.55;19.55;True
F;False;True;False;20;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;MAILED CHECK;81.0;1683.7;False
F;False;False;False;58;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);24.7;1519.0;False
F;False;False;True;14;True;FIBER OPTIC;True;True;False;MONTH-TO-MONTH;MAILED CHECK;86.0;1164.05;False
M;False;True;False;72;True;NO;True;True;True;TWO YEAR;MAILED CHECK;25.4;1710.9;False
M;False;False;False;46;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);89.15;4245.55;False
F;False;True;False;71;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);58.25;4145.9;False
M;False;False;False;32;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);85.65;2664.3;False
F;False;False;False;26;True;DSL;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);50.35;1277.5;False
M;True;True;False;68;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);80.35;5589.3;False
M;False;True;True;2;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.2;34.75;False
M;False;True;True;61;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);20.55;1305.95;False
F;False;True;True;4;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;85.95;381.3;True
M;False;False;False;3;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;45.35;141.5;True
M;True;True;False;33;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;94.5;3105.55;True
M;True;True;False;9;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;21.25;204.55;False
F;False;False;False;22;True;NO;True;True;True;TWO YEAR;MAILED CHECK;26.25;605.9;False
F;False;True;True;5;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;80.85;356.1;False
F;True;False;False;30;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);91.7;2758.15;True
M;False;False;False;65;True;DSL;False;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);74.2;4805.65;False
F;False;False;False;45;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;87.25;3941.7;True
M;False;False;False;5;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.35;92.75;False
M;False;True;True;25;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;75.5;1901.05;False
F;False;True;True;72;True;FIBER OPTIC;True;False;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);79.05;5730.7;False
F;False;True;False;27;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);90.15;2423.4;False
M;False;True;True;32;True;DSL;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);50.6;1653.45;False
F;False;False;False;30;True;FIBER OPTIC;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);110.45;3327.05;False
M;False;True;False;70;True;FIBER OPTIC;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);101.0;7085.5;False
M;True;False;False;42;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);79.35;3344.1;False
F;True;True;False;72;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);89.85;6697.35;False
F;False;False;False;47;True;DSL;True;True;False;TWO YEAR;MAILED CHECK;65.0;2879.9;False
F;False;False;False;2;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;80.45;137.1;False
M;False;False;False;10;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;98.55;1008.55;True
F;False;True;True;61;True;NO;True;True;True;TWO YEAR;MAILED CHECK;24.1;1551.6;False
F;False;False;False;5;True;DSL;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);44.05;202.15;False
F;True;True;False;72;True;FIBER OPTIC;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);110.8;7882.25;False
M;True;True;True;72;True;FIBER OPTIC;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);114.95;8196.4;False
F;True;False;False;3;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;75.05;202.9;False
M;False;True;False;48;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.25;855.1;False
F;False;False;False;63;True;FIBER OPTIC;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);90.05;5817.0;False
F;False;False;False;27;True;DSL;True;False;False;MONTH-TO-MONTH;MAILED CHECK;56.7;1652.95;False
M;False;True;True;70;True;DSL;True;False;True;TWO YEAR;CREDIT CARD (AUTOMATIC);80.15;5600.15;False
M;False;True;True;7;True;DSL;True;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.35;515.75;False
M;False;False;True;0;True;NO;True;True;True;TWO YEAR;MAILED CHECK;20.25;40.5;False
F;False;True;False;2;True;FIBER OPTIC;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;90.35;190.5;False
M;True;False;False;20;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;98.55;1842.8;True
M;False;False;False;66;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.7;1253.8;False
F;False;False;False;3;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.85;57.2;False
F;False;False;True;15;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);85.9;1269.55;True
F;False;True;True;72;True;FIBER OPTIC;True;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);90.35;6563.4;False
